ID,Уровень,Родительский раздел,Название страницы,Итоговый URL,H1,Title,Description,Тип страницы,Индексируемость,Schema.org,Приоритет,Этап разработки,Статус публикации,Решение,Входящие внутренние ссылки,Исходящие внутренние ссылки
269,—,Миграция,REDIRECT: /kontakty,/kontakti,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
270,—,Миграция,REDIRECT: /kak-seo-prodvizhenie-pomogaet-uvelichit-trafik-na-sajt,/seo-prodvizhenie-sajtov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
271,—,Миграция,REDIRECT: /prodvizhenie-korporativnykh-sajtov-v-kazakhstane-raskrutov,/web-studiya/sozdanie-saitov/korporativnyy-sayt,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
272,—,Миграция,REDIRECT: /razrabotka-sajtov-v-kazakhstane-zakazat-sajt-v-raskrutov,/sozdanie-saitov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
273,—,Миграция,REDIRECT: /prodvizhenie-sajtov-v-gorodakh-kazakhstana-zakazat-v-raskrutov,/seo-prodvizhenie-sajtov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
274,—,Миграция,REDIRECT: /sozdanie-sajtov-dlya-malogo-biznesa-v-petropavlovske-raskrutov,/sozdanie-saitov-v-Petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
275,—,Миграция,REDIRECT: /zakazat-sajt-dlya-biznesa-v-petropavlovske-studiya-raskrutov,/sozdanie-saitov-v-Petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
276,—,Миграция,REDIRECT: /-sozdanie-sajtov-v-petropavlovske-zakazat-sajt-v-raskrutov,/sozdanie-saitov-v-Petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
277,—,Миграция,REDIRECT: /prodvizhenie-sajtov-v-petropavlovske-kak-ispolzovat-socialnye-seti-dlya-uvelicheniya-trafika,/seo-prodvizhenie-sajtov-v-petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
278,—,Миграция,REDIRECT: /kupit-gotovyj-sajt-v-petropavlovske-veb-studiya-raskrutov,/sozdanie-saitov-v-Petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
279,—,Миграция,REDIRECT: /sozdanie-sajtov-pod-klyuch-v-petropavlovske-studiya-raskrutov,/sozdanie-saitov-v-Petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
280,—,Миграция,REDIRECT: /sozdanie-sajtov-v-almaty-kak-vybrat-podkhodyashchuyu-cms-dlya-vashego-proekta,/sozdanie-sajtov-v-kazakhstane-kak-vybrat-podkhodyashchuyu-platformu,,,,Миграционная запись,"нет, 301",не применяется,P1,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
281,—,Миграция,REDIRECT: /prodvizhenie-sajtov-v-petropavlovske-i-sko-zakazat-v-raskrutov,/seo-prodvizhenie-sajtov-v-petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
282,—,Миграция,REDIRECT: /sozdanie-sajtov-v-almaty-osobennosti-i-preimushchestva,/sozdanie-saitov-v-almaty,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
283,—,Миграция,REDIRECT: /veb-studiya-v-petropavlovske-zakazat-sajt-v-raskrutov,/sozdanie-saitov-v-Petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
284,—,Миграция,REDIRECT: /obsluzhivanie-sajtov-v-kazakhstane-zakazat-v-studii-raskrutov,/web-studiya/podderzhka-saytov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
285,—,Миграция,REDIRECT: /razrabotka-korporativnykh-sajtov-v-kazakhstane-raskrutov,/web-studiya/sozdanie-saitov/korporativnyy-sayt,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
286,—,Миграция,REDIRECT: /sozdanie-sajtov-v-kazakhstane-kak-obespechit-bezopasnost-i-zashchitu-dannykh,/sozdanie-saitov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
287,—,Миграция,REDIRECT: /zakazat-sajt-dlya-prodvizheniya-biznesa-v-kazakhstane-raskrutov,/sozdanie-saitov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
288,—,Миграция,REDIRECT: /zakazat-sozdanie-internet-magazina-v-petropavlovske-raskrutov,/web-studiya/sozdanie-saitov/internet-magazin,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
289,—,Миграция,REDIRECT: /Kak-Raskrutov-pomagaet-vashemu-biznesu-cherez-sozdanie-saitov,/sozdanie-saitov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
290,—,Миграция,REDIRECT: /prodvizhenie-sajta-v-google-i-yandeks-v-petropavlovske-raskrutov,/seo-prodvizhenie-sajtov-v-petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
291,—,Миграция,REDIRECT: /razrabotka-i-prodvizhenie-sajtov-v-sko-zakazat-v-raskrutov,/seo-prodvizhenie-sajtov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
292,—,Миграция,REDIRECT: /razrabotka-lendingov-v-petropavlovske-zakazat-v-raskrutov,/web-studiya/sozdanie-saitov/landing,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
293,—,Миграция,REDIRECT: /sozdanie-sajtov-v-petropavlovske-kupit-sajt-v-raskrutov,/sozdanie-saitov-v-Petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
294,—,Миграция,REDIRECT: /SEO-optimizaciya-s-Raskrutov-Vash-sait-na-vershine-poiskovyh-sistem,/seo-prodvizhenie-sajtov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
295,—,Миграция,REDIRECT: /kupit-nedorogoj-sajt-v-petropavlovske-raskrutov,/sozdanie-saitov-v-Petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
296,—,Миграция,REDIRECT: /prodvizhenie-sajtov-v-petropavlovske-kak-uluchshit-vidimost-v-poiskovykh-sistemakh,/seo-prodvizhenie-sajtov-v-petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
297,—,Миграция,REDIRECT: /prodvizhenie-sajtov-v-petropavlovske-kak-vyvesti-sajt-v-top,/seo-prodvizhenie-sajtov-v-petropavlovske,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
298,—,Миграция,REDIRECT: /professionalnoe-sozdanie-i-obsluzhivanie-sajtov-v-kazakhstane,/web-studiya/podderzhka-saytov,,,,Миграционная запись,"нет, 301",не применяется,P3,Миграция/301,GSC/sitemap,REDIRECT,удалить ссылки на старый URL,
